state,district,latitude,longitude,region
Odisha,Sundargarh,22.0604,83.9361,East India
Puducherry,Karaikal,10.9156,79.8063,South India
Puducherry,Mahe,11.7016,75.5355,South India
Puducherry,Pondicherry,11.9221,79.7949,South India
Puducherry,Yanam,16.7332,82.2052,South India
Punjab,Amritsar,31.7683,74.8315,North India
Punjab,Barnala,30.3717,75.504,North India
Punjab,Bathinda,30.1787,75.0473,North India
Punjab,Faridkot,30.6015,74.795,North India
Punjab,Fatehgarh Sahib,30.6634,76.3803,North India
Punjab,Fazilka,30.3198,74.1217,North India
Punjab,Ferozepur,30.8751,74.6525,North India
Punjab,Gurdaspur,31.9037,75.2276,North India
Punjab,Hoshiarpur,31.6092,75.8464,North India
Punjab,Jalandhar,31.2922,75.568,North India
Punjab,Kapurthala,31.3855,75.305,North India
Punjab,Ludhiana,30.7894,75.827,North India
Punjab,Malerkotla,30.5354,75.9093,North India
Punjab,Mansa,29.8761,75.489,North India
Punjab,Moga,30.7878,75.1594,North India
Punjab,Pathankot,32.3024,75.6592,North India
Punjab,Patiala,30.2094,76.3402,North India
Punjab,Rupnagar,31.0919,76.5288,North India
Punjab,S.A.S Nagar,30.6482,76.7416,North India
Punjab,Sangrur,30.1362,75.8532,North India
Punjab,Shahid Bhagat Singh Nagar,31.127,76.1599,North India
Punjab,Sri Muktsar Sahib,30.2867,74.5262,North India
Punjab,Tarn Taran,31.3212,74.8416,North India
Rajasthan,Ajmer,26.5677,74.803,North-West India
Rajasthan,Alwar,27.4143,76.6171,North-West India
Rajasthan,Anoopgarh,29.0293,73.2106,North-West India
Rajasthan,Balotra,25.8442,72.2217,North-West India
Rajasthan,Banswara,23.4916,74.3501,North-West India
Rajasthan,Baran,24.9208,76.6823,North-West India
Rajasthan,Barmer,25.5816,71.1925,North-West India
Rajasthan,Beawar,26.0541,74.2031,North-West India
Rajasthan,Bharatpur,27.0244,77.2924,North-West India
Rajasthan,Bhilwara,25.4885,74.3294,North-West India
Rajasthan,Bikaner,28.1163,73.1105,North-West India
Rajasthan,Bundi,25.4378,75.7372,North-West India
Rajasthan,Chittorgarh,24.7167,74.4723,North-West India
Rajasthan,Churu,28.2055,74.6916,North-West India
Rajasthan,Dausa,26.8055,76.4451,North-West India
Rajasthan,Deeg,27.5088,77.2059,North-West India
Rajasthan,Dholpur,26.6533,77.6236,North-West India
Rajasthan,Didwana Kuchaman,27.1326,74.7735,North-West India
Rajasthan,Dudu,26.6734,75.402,North-West India
Rajasthan,Dungarpur,23.6735,73.8164,North-West India
Rajasthan,Ganganagar,29.5501,73.8338,North-West India
Rajasthan,Gangapurcity,26.6457,76.7002,North-West India
Rajasthan,Hanumangarh,29.3657,74.2988,North-West India
Rajasthan,Jaipur,26.9744,75.7165,North-West India
Rajasthan,Jaipur Gramin,27.0028,75.3604,North-West India
Rajasthan,Jaisalmer,27.0272,70.7778,North-West India
Rajasthan,Jalore,25.2095,72.3184,North-West India
Rajasthan,Jhalawar,24.3134,76.5222,North-West India
Rajasthan,Jhunjhunu,28.0809,75.3978,North-West India
Rajasthan,Jodhpur,26.334,73.0429,North-West India
Rajasthan,Jodhpur Gramin,26.4132,72.4125,North-West India
Rajasthan,Karauli,26.453,77.0162,North-West India
Rajasthan,Kekri,25.9933,74.9849,North-West India
Rajasthan,Khairthal-Tijara,27.9449,76.6677,North-West India
Rajasthan,Kota,25.1947,75.9995,North-West India
Rajasthan,Kotputli-Behror,27.7147,76.2631,North-West India
Rajasthan,Nagaur,26.9884,73.7398,North-West India
Rajasthan,Neem Ka Thana,27.697,75.7916,North-West India
Rajasthan,Pali,25.4544,73.4186,North-West India
Rajasthan,Phalodi,27.0785,72.5806,North-West India
Rajasthan,Pratapgarh,24.024,74.6249,North-West India
Rajasthan,Rajsamand,25.2899,73.8246,North-West India
Rajasthan,Salumbar,24.1877,73.9406,North-West India
Rajasthan,Sanchor,25.0107,71.8252,North-West India
Rajasthan,Sawai Madhopur,26.1137,76.424,North-West India
Rajasthan,Shahpura,25.5211,74.9799,North-West India
Rajasthan,Sikar,27.6624,75.0275,North-West India
Rajasthan,Sirohi,24.8112,72.8299,North-West India
Rajasthan,Tonk,26.1224,75.8239,North-West India
Rajasthan,Udaipur,24.4535,73.4065,North-West India
Sikkim,Gangtok,27.2974,88.5557,Northeast India
Sikkim,Gyalshing,27.4234,88.1814,Northeast India
Sikkim,Mangan,27.7473,88.5212,Northeast India
Sikkim,Namchi,27.3042,88.3802,Northeast India
Sikkim,Pakyong,27.2336,88.687,Northeast India
Sikkim,Soreng,27.182,88.1949,Northeast India
Tamil Nadu,Ariyalur,11.1529,79.259,South India
Tamil Nadu,Chengalpattu,12.6373,80.0658,South India
Tamil Nadu,Chennai,13.1003,80.2195,South India
Tamil Nadu,Coimbatore,10.8132,77.0817,South India
Tamil Nadu,Cuddalore,11.5207,79.3384,South India
Tamil Nadu,Dharmapuri,12.1449,78.1133,South India
Tamil Nadu,Dindigul,10.4264,77.8159,South India
Tamil Nadu,Erode,11.4187,77.3305,South India
Tamil Nadu,Kallakurichi,11.7921,79.0506,South India
Tamil Nadu,Kanchipuram,12.7941,79.7742,South India
Tamil Nadu,Kanniyakumari,8.3283,77.3545,South India
Tamil Nadu,Karur,10.8217,78.3839,South India
Tamil Nadu,Krishnagiri,12.515,78.01,South India
Tamil Nadu,Madurai,9.9363,78.0077,South India
Tamil Nadu,Mayiladuthurai,11.191,79.6962,South India
Tamil Nadu,Nagapattinam,10.6019,79.7609,South India
Tamil Nadu,Namakkal,11.3055,78.1186,South India
Tamil Nadu,Perambalur,11.2897,78.9299,South India
Tamil Nadu,Pudukkottai,10.2918,78.8173,South India
Tamil Nadu,Ramanathapuram,9.5193,78.6502,South India
Tamil Nadu,Ranipet,12.9194,79.4078,South India
Tamil Nadu,Salem,11.6474,78.2109,South India
Tamil Nadu,Sivaganga,9.9649,78.7204,South India
Tamil Nadu,Tenkasi,9.0919,77.4756,South India
Tamil Nadu,Thanjavur,10.6597,79.1981,South India
Tamil Nadu,The Nilgiris,11.4457,76.6975,South India
Tamil Nadu,Theni,9.8688,77.4223,South India
Tamil Nadu,Thiruvallur,13.2548,80.0539,South India
Tamil Nadu,Thiruvarur,10.6491,79.4998,South India
Tamil Nadu,Tiruchirappalli,10.851,78.7268,South India
Tamil Nadu,Tirunelveli,8.5494,77.58,South India
Tamil Nadu,Tirupathur,12.5843,78.6252,South India
Tamil Nadu,Tiruppur,10.7914,77.5349,South India
Tamil Nadu,Tiruvannamalai,12.4292,78.9998,South India
Tamil Nadu,Tuticorin,8.8465,77.9931,South India
Tamil Nadu,Vellore,12.9019,79.0606,South India
Tamil Nadu,Villupuram,12.1251,79.6007,South India
Tamil Nadu,Virudhunagar,9.4935,77.8635,South India
Telangana,Adilabad,19.5446,78.6092,South India
Telangana,Bhadradri Kothagudem,17.7148,80.5681,South India
Telangana,Hanumakonda,18.0358,79.4395,South India
Telangana,Hyderabad,17.3902,78.4613,South India
Telangana,Jagitial,18.8141,78.9255,South India
Telangana,Jangoan,17.7263,79.2593,South India
Telangana,Jayashankar Bhupalapally,18.5024,79.9584,South India
Telangana,Jogulamba Gadwal,16.0996,77.7335,South India
Telangana,Kamareddy,18.308,78.0541,South India
Telangana,Karimnagar,18.404,79.278,South India
Telangana,Khammam,17.1709,80.4069,South India
Telangana,Kumuram Bheem Asifabad,19.3234,79.41,South India
Telangana,Mahabubabad,17.7207,80.0546,South India
Telangana,Mahabubnagar,16.6921,77.9496,South India
Telangana,Mancherial,18.9669,79.5265,South India
Telangana,Medak,17.9403,78.2226,South India
Telangana,Medchal Malkajgiri,17.5343,78.5256,South India
Telangana,Mulugu,18.3134,80.3219,South India
Telangana,Nagarkurnool,16.4203,78.6558,South India
Telangana,Nalgonda,16.8582,79.2172,South India
Telangana,Narayanpet,16.6907,77.6118,South India
Telangana,Nirmal,19.093,78.3961,South India
Telangana,Nizamabad,18.7263,78.1921,South India
Telangana,Peddapalli,18.6212,79.493,South India
Telangana,Rajanna Sircilla,18.4242,78.7618,South India
Telangana,Ranga Reddy,17.1341,78.3961,South India
Telangana,Sangareddy,17.8568,77.7325,South India
Telangana,Siddipet,18.0463,78.9147,South India
Telangana,Suryapet,17.0803,79.7931,South India
Telangana,Vikarabad,17.2432,77.7358,South India
Telangana,Wanaparthy,16.2846,77.9859,South India
Telangana,Warangal,17.8652,79.7978,South India
Telangana,Yadadri Bhuvanagiri,17.4281,79.0907,South India
Tripura,Dhalai,23.8235,91.97,Northeast India
Tripura,Gomati,23.4263,91.6139,Northeast India
Tripura,Khowai,23.9544,91.6412,Northeast India
Tripura,North Tripura,24.0916,92.2436,Northeast India
Tripura,Sepahijala,23.5319,91.3009,Northeast India
Tripura,South Tripura,23.1819,91.6417,Northeast India
Tripura,Unakoti,24.2023,92.0463,Northeast India
Tripura,West Tripura,23.9186,91.3875,Northeast India
Uttar Pradesh,Agra,27.0755,77.8911,North India
Uttar Pradesh,Aligarh,27.8759,78.1358,North India
Uttar Pradesh,Ambedkar Nagar,26.4046,82.6065,North India
Uttar Pradesh,Amethi,26.3463,81.6252,North India
Uttar Pradesh,Amroha,28.7961,78.3441,North India
Uttar Pradesh,Auraiya,26.6556,79.5159,North India
Uttar Pradesh,Ayodhya,26.6385,82.0581,North India
Uttar Pradesh,Azamgarh,26.0236,83.0293,North India
Uttar Pradesh,Baghpat,29.0375,77.3063,North India
Uttar Pradesh,Bahraich,27.7315,81.4825,North India
Uttar Pradesh,Ballia,25.8746,84.121,North India
Uttar Pradesh,Balrampur,27.4476,82.3958,North India
Uttar Pradesh,Banda,25.4439,80.5596,North India
Uttar Pradesh,Barabanki,26.9425,81.3859,North India
Uttar Pradesh,Bareilly,28.4583,79.4047,North India
Uttar Pradesh,Basti,26.8387,82.5351,North India
Uttar Pradesh,Bhadohi,25.3575,82.503,North India
Uttar Pradesh,Bijnor,29.4069,78.4824,North India
Uttar Pradesh,Budaun,28.0649,79.0438,North India
Uttar Pradesh,Bulandshahr,28.3878,77.9746,North India
Uttar Pradesh,Chandauli,25.1257,83.2498,North India
Uttar Pradesh,Chitrakoot,25.2169,81.1046,North India
Uttar Pradesh,Deoria,26.4243,83.764,North India
Uttar Pradesh,Etah,27.555,78.5992,North India
Uttar Pradesh,Etawah,26.7156,79.0917,North India
Uttar Pradesh,Farrukhabad,27.4362,79.4895,North India
Uttar Pradesh,Fatehpur,25.8348,80.9155,North India
Uttar Pradesh,Firozabad,27.1942,78.4605,North India
Uttar Pradesh,Gautam Buddha Nagar,28.3695,77.597,North India
Uttar Pradesh,Ghaziabad,28.7679,77.4604,North India
Uttar Pradesh,Ghazipur,25.6035,83.5076,North India
Uttar Pradesh,Gonda,27.1104,81.9239,North India
Uttar Pradesh,Gorakhpur,26.6674,83.3642,North India
Uttar Pradesh,Hamirpur,25.8198,79.8664,North India
Uttar Pradesh,Hapur,28.7166,77.8905,North India
Uttar Pradesh,Hardoi,27.337,80.0998,North India
Uttar Pradesh,Hathras,27.5725,78.1117,North India
Uttar Pradesh,Jalaun,26.1045,79.3935,North India
Uttar Pradesh,Jaunpur,25.7967,82.4889,North India
Uttar Pradesh,Jhansi,25.5299,78.6528,North India
Uttar Pradesh,Kannauj,26.9987,79.6928,North India
Uttar Pradesh,Kanpur Dehat,26.4586,79.8548,North India
Uttar Pradesh,Kanpur Nagar,26.4416,80.2648,North India
Uttar Pradesh,Kasganj,27.7889,78.823,North India
Uttar Pradesh,Kaushambi,25.5339,81.4493,North India
Uttar Pradesh,Kheri,28.1834,80.7131,North India
Uttar Pradesh,Kushi Nagar,26.9241,83.832,North India
Uttar Pradesh,Lalitpur,24.7008,78.5186,North India
Uttar Pradesh,Lucknow,26.8313,80.9172,North India
Uttar Pradesh,Maharajganj,27.1837,83.4917,North India
Uttar Pradesh,Mahoba,25.3617,79.7062,North India
Uttar Pradesh,Mainpuri,27.2093,79.0625,North India
Uttar Pradesh,Mathura,27.6003,77.5884,North India
Uttar Pradesh,Mau,26.0394,83.4986,North India
Uttar Pradesh,Meerut,29.0019,77.768,North India
Uttar Pradesh,Mirzapur,24.9317,82.628,North India
Uttar Pradesh,Moradabad,28.8797,78.8095,North India
Uttar Pradesh,Muzaffarnagar,29.4495,77.7429,North India
Uttar Pradesh,Pilibhit,28.4942,80.1078,North India
Uttar Pradesh,Pratapgarh,25.8767,81.8318,North India
Uttar Pradesh,Prayagraj,25.2793,81.9035,North India
Uttar Pradesh,Rae Bareli,26.2087,81.2186,North India
Uttar Pradesh,Rampur,28.7935,79.1846,North India
Uttar Pradesh,Saharanpur,29.9852,77.5052,North India
Uttar Pradesh,Sambhal,28.4272,78.5565,North India
Uttar Pradesh,Sant Kabeer Nagar,26.7551,83.0399,North India
Uttar Pradesh,Shahjahanpur,27.9129,79.7476,North India
Uttar Pradesh,Shamli,29.4809,77.2898,North India
Uttar Pradesh,Shravasti,27.6786,81.8929,North India
Uttar Pradesh,Siddharth Nagar,27.2513,82.8714,North India
Uttar Pradesh,Sitapur,27.5027,80.8335,North India
Uttar Pradesh,Sonbhadra,24.4152,83.0631,North India
Uttar Pradesh,Sultanpur,26.2605,82.2381,North India
Uttar Pradesh,Unnao,26.5673,80.6198,North India
Uttar Pradesh,Varanasi,25.3721,82.9415,North India
Uttarakhand,Almora,29.7027,79.4326,North India
Uttarakhand,Bageshwar,30.0088,79.928,North India
Uttarakhand,Chamoli,30.5005,79.6194,North India
Uttarakhand,Champawat,29.2344,80.102,North India
Uttarakhand,Dehradun,30.4974,77.8629,North India
Uttarakhand,Haridwar,29.9113,78.0087,North India
Uttarakhand,Nainital,29.295,79.4163,North India
Uttarakhand,Pauri Garhwal,29.847,78.7072,North India
Uttarakhand,Pithoragarh,30.1248,80.4777,North India
Uttarakhand,Rudra Prayag,30.4911,79.0361,North India
Uttarakhand,Tehri Garhwal,30.4656,78.484,North India
Uttarakhand,Udam Singh Nagar,29.0456,79.4337,North India
Uttarakhand,Uttar Kashi,30.9651,78.6342,North India
West Bengal,24 Paraganas North,22.6879,88.6623,East India
West Bengal,24 Paraganas South,22.0907,88.6311,East India
West Bengal,Alipurduar,26.6285,89.4538,East India
West Bengal,Bankura,23.1324,87.2083,East India
West Bengal,Birbhum,24.0622,87.6983,East India
West Bengal,Coochbehar,26.2559,89.4203,East India
West Bengal,Darjeeling,26.8363,88.3052,East India
West Bengal,Dinajpur Dakshin,25.3858,88.5061,East India
West Bengal,Dinajpur Uttar,25.8721,87.962,East India
West Bengal,Hooghly,22.9099,88.0121,East India
West Bengal,Howrah,22.4938,88.0324,East India
West Bengal,Jalpaiguri,26.6265,88.7328,East India
West Bengal,Jhargram,22.3324,86.9937,East India
West Bengal,Kalimpong,27.0282,88.6469,East India
West Bengal,Kolkata,22.5354,88.3634,East India
West Bengal,Maldah,25.0978,88.1185,East India
West Bengal,Medinipur East,22.0653,87.8181,East India
West Bengal,Medinipur West,22.36,87.4112,East India
West Bengal,Murshidabad,24.29,88.3739,East India
West Bengal,Nadia,23.485,88.5564,East India
West Bengal,Paschim Bardhaman,23.6003,87.3041,East India
West Bengal,Purba Bardhaman,23.388,87.9604,East India
West Bengal,Purulia,23.2021,86.3229,East India
